CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
846,46,4,924337.9608256195,2,0,1,5598399.532177792,0
653,56,3,224850.84001704273,3,1,1,3752806.239334721,0
580,52,6,540096.0749969443,2,1,1,5166690.701950184,0
671,26,3,318209.9369955958,1,0,0,4333239.888784668,0
638,58,8,110903.33504103952,1,1,1,4337001.223400972,0
627,58,1,460258.0840100964,2,1,1,5160724.65192606,1
711,33,10,31301.16848326052,2,0,1,5081045.88463402,0
725,45,5,266657.01816883875,1,1,0,6522348.078103277,0
596,55,6,395506.7458732003,2,1,1,4758713.9317403305,0
592,41,3,286392.15919847955,2,1,1,4300229.301753994,0
622,61,5,690498.5586633709,2,1,0,4638385.109825548,0
419,80,6,879912.2932707446,3,1,0,3570671.766318015,1
498,33,3,737547.6489171357,2,1,0,4280177.812866657,1
786,24,7,19793.122838214465,2,1,1,9062317.426146463,0
814,49,8,107915.6570302864,3,1,0,3174642.478608266,0
625,55,0,384590.43591383146,2,1,1,4442687.3322413815,0
707,41,6,1365316.9554078681,2,1,0,4225022.6734606195,0
681,66,8,900773.9350042165,2,1,1,4505656.7755112015,0
850,24,9,924274.4726844311,1,0,0,4337521.38224321,1
761,55,4,180634.30631997812,2,0,1,5558480.202442,0
637,35,1,280575.3926645425,2,0,1,1579649.7972164112,0
554,70,9,318105.5681861997,4,0,0,7074342.945064009,0
489,74,5,85614.60252366315,3,1,1,6265165.599284395,1
670,33,6,15780.489706512146,2,1,0,2514256.8278737306,0
574,36,1,1467816.478000648,2,1,1,461845.4540951969,0
507,57,1,137687.44912532656,2,1,1,3045855.707717198,0
585,39,9,137184.80800956785,2,1,0,4514667.077145755,0
541,44,9,43530.62753608371,2,1,0,10160583.79738155,0
818,45,0,1319083.1269770116,2,1,0,6086513.929948547,0
738,18,3,433437.4233494412,2,1,1,1384820.7016370846,0
649,44,6,549861.738592762,1,1,1,3620688.990198112,0
797,34,8,1212810.9436059853,4,1,1,4893575.127454033,0
657,37,2,212033.65730798812,1,0,0,5507367.108596194,0
563,66,10,485779.26118797896,4,1,0,2370502.279379154,1
802,26,6,19786.10391917197,4,1,1,4730019.544045878,0
703,57,6,103372.20774773361,2,0,0,3564721.7247789185,0
546,40,6,889656.0454061021,3,1,1,2792482.874795367,0
630,40,1,727861.5702397285,2,1,0,5519191.293397908,0
562,56,5,215886.08066106387,2,0,0,6547754.346885645,0
511,50,1,236452.41906199226,2,1,1,6682082.553923239,0
742,53,5,381306.9752526385,2,1,1,6148772.702267752,0
840,59,9,120.51686571531688,2,1,1,4005260.9337194744,1
510,40,2,138037.7358885098,2,1,0,6429099.522927011,1
706,35,1,116743.30882286577,2,1,0,5618108.876208575,0
584,28,5,144163.1044313937,2,1,1,5267883.765904026,0
601,32,1,819705.9449480866,2,1,1,3776613.756596403,0
590,80,4,164025.59625816278,1,1,1,4006247.7453169436,1
563,63,1,106300.48633456534,1,0,0,5147773.872249108,1
654,24,2,350855.3321660842,2,1,1,9879748.933971003,0
566,25,2,1003634.9995539973,1,1,1,5602484.96018278,0
677,52,5,138107.17531501155,1,1,1,3777622.9954994284,1
644,53,5,40895.916430180434,3,1,1,3335221.1100611147,0
626,53,9,220342.6111326139,1,1,1,4016466.7746875943,0
559,41,2,688472.7482585707,2,1,1,9354586.895098131,0
592,43,2,400021.7093010911,2,1,1,4201486.708108076,0
725,49,0,848570.3175586346,3,0,1,6813741.06922057,0
700,46,6,1604365.5733968033,2,1,1,4248143.509057287,0
552,18,7,786703.6332608856,2,1,1,5522369.082559258,0
659,41,1,462921.95784056484,2,1,1,6583490.548017444,0
725,32,3,339959.1230756449,2,1,0,3856194.3003801517,0
483,47,9,20446.98102798361,2,0,0,3717776.691694461,1
704,80,6,2000000.0,1,1,0,8317739.38891066,1
583,50,7,241833.16826514882,4,1,0,6969185.789791593,1
707,40,0,82571.89979727688,2,0,0,6581344.637381457,0
573,58,3,549369.431433828,2,0,0,6574552.586245828,0
469,52,5,167238.91575178847,3,0,0,5919150.976622131,1
487,51,2,440676.9355330026,2,1,1,9035551.62635013,0
654,54,4,441872.93869357277,3,1,0,5087816.603754314,0
675,75,9,295051.5116074949,2,1,0,6154524.734401839,1
559,28,8,904306.1891795907,3,1,1,2098174.142811975,0
713,52,10,153919.98328157276,1,1,1,3350078.626817518,1
483,31,2,297676.9445859275,3,0,1,2598362.000329919,1
643,53,4,385762.1107536396,3,1,1,7548127.167032299,0
528,31,7,544763.9199060926,2,1,1,0.0,0
584,38,5,766173.2790278647,1,1,1,4195379.954494555,1
654,40,3,251104.16548875737,2,1,1,0.0,0
563,59,7,519295.49254213314,4,1,1,3337424.20903622,0
611,58,10,81618.97812573554,2,1,1,4018102.1005362673,0
750,26,2,1348912.0868695865,2,1,1,7769742.187588088,0
592,45,2,241490.78493189876,1,1,1,5793255.878442914,0
733,34,3,653781.1889147676,2,0,0,3333716.953342067,1
537,26,8,10275.405317682844,2,1,1,7131927.439463652,0
702,41,4,114824.29595948309,4,1,1,5035664.509059515,0
794,40,7,333820.17593608564,2,0,1,5075133.717414505,0
402,80,5,1052902.893036848,3,0,1,2594656.9844560158,1
570,51,2,374599.7325528037,2,0,1,3019972.5721937213,0
707,24,7,1328705.7467988452,1,1,1,3349805.400108951,0
629,36,8,330627.4898357599,2,1,1,5092922.54630838,0
687,60,7,337112.76151945227,2,1,0,5155771.45396135,0
589,76,3,63772.836279446274,4,1,1,8088185.32704809,1
658,21,10,811404.0586824077,3,1,0,5770110.335875669,0
634,18,5,141822.05962923088,2,1,0,0.0,0
766,73,0,1149358.737800473,2,0,1,5525283.975743381,0
675,50,3,1208572.9023171724,2,1,0,2099967.2876649345,1
683,31,7,1435079.7120424905,4,1,1,3068058.1507769274,0
608,53,0,367224.73801883915,3,0,0,3375661.05654734,0
601,18,2,565196.6766440407,3,1,0,3673323.3529753964,0
606,45,0,753702.1926738403,2,1,1,2249701.215919394,0
689,49,8,70214.4881204135,2,0,0,5406964.006904575,1
607,58,1,459343.2935692051,2,0,1,2178395.4298180817,0
678,29,8,17449.93938642397,2,0,1,5713335.214499693,0
850,46,3,344145.5784641493,2,1,1,9473942.154123258,0
737,31,1,84116.24667806248,1,1,1,2341281.8821318722,0
617,48,3,101010.92535198279,1,1,1,4430979.391321556,0
770,31,10,227102.59553626413,3,0,1,0.0,0
609,38,10,283201.90815661947,3,1,1,4398129.414059734,0
446,30,9,487983.77782835346,2,1,0,6285434.305262968,1
549,54,5,38671.90314748156,2,0,1,6441278.462714534,0
462,57,10,350279.0480793469,2,1,1,5154727.460568193,1
614,41,6,100828.72622804328,3,1,1,6778526.849517952,0
651,45,2,426628.82991864387,3,1,1,10092109.071885584,0
817,23,2,507233.8503562277,3,0,1,8424609.374875199,0
682,40,9,406764.7092308345,3,0,1,3954958.1411807262,0
628,44,7,670269.6571854117,2,1,1,2097792.0270665227,0
732,80,4,204442.40750380792,2,1,0,4187697.166852393,1
428,28,3,724311.7245773621,2,1,0,3106034.4687653035,0
673,66,6,283492.6344838265,2,1,1,5902695.095729265,0
727,59,6,331003.0661636592,3,1,1,2637612.9211410037,0
502,49,8,522207.1398727679,2,1,0,4854355.134819316,1
764,71,8,9264.495197656997,1,1,0,6676028.109072621,1
683,50,4,530649.9014831631,2,1,0,4798608.254365646,0
608,50,7,481933.82432012743,4,1,1,3107372.3545044074,0
713,44,9,185421.06800551966,2,1,1,7349628.115171384,0
850,63,0,44849.830813387045,2,1,1,1242038.1104923454,0
668,61,8,47669.58756451524,2,1,0,4344409.888245074,1
674,35,7,1283429.9460896149,1,1,0,4916679.953237331,1
604,25,5,584430.454680607,2,0,0,5031817.316799263,1
565,41,2,67968.63579916186,3,1,0,5360992.112156162,0
733,32,2,220590.0587748601,2,1,1,6220879.639618986,0
564,44,7,448836.30720759416,3,1,1,4929185.121909298,0
657,63,4,902640.350507553,2,1,0,4263883.435712638,0
602,38,9,22321.375867669725,1,1,0,4184821.3106806087,1
697,44,10,135008.2697474639,4,1,0,3776968.3959232904,0
683,45,6,1102497.803189285,2,1,1,6575086.648653731,0
753,57,4,4603.906136992443,2,0,0,3706943.0410469705,0
598,18,7,112446.98043996372,3,1,0,6693542.2180164885,0
623,35,9,1597386.5220358123,2,1,0,5037998.164519742,0
552,48,9,475184.74426559435,3,1,1,3957490.386287741,0
605,63,3,151683.12542013224,1,1,1,6236814.43148827,1
687,37,1,34670.26652631939,2,0,1,3545092.150553764,0
725,18,2,14298.173105807196,1,1,0,6276368.081456426,0
557,54,7,140349.97192831998,3,1,1,5425452.2423835695,0
736,35,10,1066361.3298249892,2,0,1,3807350.6218161583,0
785,27,6,268853.22742634086,3,1,0,6057269.630669119,0
691,35,1,637078.4946546823,4,1,0,6093179.451377277,0
837,42,5,1252259.064202468,2,0,1,7315039.211619915,0
572,35,8,262158.4968679849,2,0,0,6932294.024818592,0
525,18,3,106149.63868587824,2,1,1,5982548.041452566,0
472,58,8,363991.40920355543,2,1,1,2744818.0975824734,1
799,64,1,1193438.3789316723,2,1,1,9897173.976348113,0
715,54,1,815776.3614344741,2,1,0,2192767.5778563796,1
644,27,8,34048.33839639383,4,1,1,6898526.348564618,0
677,41,6,589758.4839923133,4,1,1,5862567.633772597,0
537,44,6,424196.3392764252,3,1,0,2651715.2550377706,1
850,53,0,1190074.3100649077,3,1,1,4751398.122243002,1
662,55,10,65328.57324388752,2,0,0,4842494.227510719,0
660,33,5,381823.5720034023,2,1,0,7611165.431621047,0
722,46,6,1057897.9882775673,3,1,1,3573378.199439577,0
698,51,10,263836.52970326657,2,0,0,4476109.987151292,1
672,66,5,328885.11272213666,4,1,0,327860.789957474,0
570,55,5,36533.08394619707,2,1,0,8469525.586247154,1
697,56,1,162964.55393613433,2,1,1,2859063.5139598576,0
838,46,5,196155.9824798185,3,1,1,5653821.72847835,0
784,66,3,1451325.4582735077,4,1,0,4797184.340556272,0
809,51,8,166107.80683309716,2,1,1,4803998.06643332,0
598,32,0,308898.1019500748,3,0,0,6619723.9697417505,0
551,66,7,556311.6280790813,2,1,1,8342524.920607269,0
637,55,4,88478.01196704153,2,1,1,5502987.339883983,0
655,38,0,333196.52974698675,3,1,1,6310156.035261052,0
759,37,3,670735.1485804723,2,0,1,5657783.073454082,0
480,49,0,1008159.0595124974,2,1,1,7035062.847861253,1
802,51,5,492096.48486772366,2,1,0,4074167.241027346,0
634,47,1,552899.2971855141,2,1,1,7150781.108832828,0
607,49,4,67499.64763879689,2,1,0,7220999.731294768,0
548,70,6,1457320.4171928598,2,1,1,7165074.01736582,0
484,61,1,71112.58136008386,1,1,0,3679704.265327048,1
732,47,5,745101.1598621776,4,0,0,4663324.731525619,0
657,59,5,153817.45432363305,2,1,0,5478933.97756087,1
521,29,4,1355977.4851595836,3,0,0,2258315.9103419883,1
520,50,4,636410.5920002366,2,1,1,8189840.416172029,0
616,72,2,700833.382657077,2,1,1,4975446.932995648,1
816,41,9,123627.9488872579,2,1,1,5567855.775209444,0
624,32,9,292630.90648417495,2,1,1,3845991.120545594,0
499,35,10,480922.8852534038,2,1,1,2346244.8812659546,0
625,28,1,734780.6365936591,2,0,0,3791940.229050458,0
622,33,6,54884.76382575579,2,1,0,5438408.375267177,0
380,39,0,1639914.6095238784,1,1,0,6346857.625507386,1
644,23,5,1104641.5120229458,2,1,0,5323583.081205441,0
626,45,5,157594.19005804902,1,1,0,5693448.032483901,1
719,58,2,865125.9519282752,1,1,0,4325947.250637246,0
834,31,1,365241.71517650736,4,1,0,5992497.132490857,0
762,67,1,309768.54189896514,2,0,0,7965665.732771814,0
623,52,8,188755.3294342793,2,1,1,6409578.884877974,0
539,60,10,434904.6948153205,2,1,0,6619083.77650588,0
850,35,4,654461.3645579352,4,0,1,5588032.798613262,0
655,57,6,264607.5941712026,2,1,1,1993689.8608007962,0
651,28,4,496072.10385481216,3,1,1,2910666.9387375135,0
647,58,6,600842.5800823276,2,1,0,5909751.601327687,0
669,47,3,620875.0959472738,4,1,0,4978121.896079828,0
635,53,7,26682.507950770727,3,1,0,5879685.7729456555,0
592,27,10,982156.5444812257,3,0,0,8352846.835688148,0
595,31,9,306478.3786046514,1,0,0,6452071.998458668,1
646,53,10,152187.70485545773,2,1,1,7517772.411485643,0
595,30,9,138380.63272071476,2,0,1,5189362.77894146,1
578,51,6,329869.8512083986,2,1,1,3385568.6450311206,0
660,24,9,1089438.8846254982,3,1,1,4884267.681571318,0
624,57,4,237687.07771586993,1,1,0,3390496.3725617244,0
800,26,10,692598.9747664887,1,1,1,8116589.913544896,0
384,53,5,50916.00241648196,2,1,0,6580782.15307094,1
759,54,4,323185.9053640961,1,1,1,6041024.99325656,0
774,34,6,2000000.0,2,1,1,7471886.404456207,0
442,53,1,735790.6372002525,3,1,1,959887.1709535494,0
615,48,4,118195.76504639685,2,1,0,6176275.902685319,0
612,36,9,348017.14582650794,1,0,1,2378708.4313912545,0
509,29,2,133041.6822487637,2,1,0,4985488.603068678,0
572,18,8,263444.4138873776,2,1,0,4376584.815065571,0
538,50,5,757254.8658250667,1,1,0,6323473.224193895,1
825,21,9,737507.7418978073,2,1,0,5456374.577921911,0
743,46,2,129450.38030036332,3,1,1,7690234.347223576,0
777,41,6,1276956.805968356,3,1,1,3796205.678134773,0
722,55,3,448940.83998450177,3,0,0,6418228.779266568,0
537,40,2,238956.84852319726,1,1,1,5324446.433797664,0
597,40,7,348512.9272307533,4,0,1,1729419.4598568948,0
698,55,3,464524.9594014763,3,1,1,3162767.0829539346,0
527,50,10,410365.8958768324,4,1,1,4700243.932955664,0
721,49,0,333160.16552365967,1,0,0,7224584.899783455,1
625,52,5,351530.88815610396,4,0,0,5927446.115114229,0
612,21,9,97042.38267797636,3,1,1,2664998.3522385713,0
721,56,10,837609.6809894398,3,0,1,4719367.54390568,0
694,54,10,390181.45642272854,1,0,1,9035612.89758606,0
613,29,0,70252.02931786678,3,1,1,5222446.669681716,0
765,41,4,726552.8816912251,4,1,1,4345348.849855209,0
541,44,6,1347399.0376782548,2,1,0,5983479.281512441,0
711,42,5,1471635.3736586757,2,1,0,6526786.15916394,0
709,50,1,230238.75945686147,4,0,0,4087663.3050398817,0
619,66,10,72811.74616908806,2,1,1,6005149.548742874,0
682,61,3,365320.3048621286,2,1,1,4342221.006658382,0
524,25,10,59734.920265010405,2,1,1,6438655.203658877,0
742,54,1,1358954.9632631626,4,1,1,5339386.315942568,0
631,64,10,101412.94705686756,1,1,1,5963935.654105784,1
597,50,0,145688.3512338864,2,1,1,3481632.907664991,0
754,61,2,260974.06413468905,2,0,1,3357427.2318542814,0
579,75,2,241576.42614739412,3,0,0,6890994.609318789,0
509,60,6,791551.1115532734,2,1,1,4841207.237229013,0
494,48,0,304694.2962501117,4,0,1,5570069.484198723,1
710,60,8,93627.81064946929,4,1,0,4387209.145826961,0
521,47,10,155447.984689443,1,1,0,6797453.548027288,1
825,45,5,355771.0524587695,2,0,1,3784380.0399406846,0
441,39,3,79764.00774015361,1,1,0,4728797.520198234,1
819,68,2,472931.44949674763,2,0,1,6571985.625406263,0
671,32,2,417064.33567484707,2,1,0,7345935.3983285315,0
640,67,1,627111.0699531276,4,1,1,3952481.417946633,0
595,52,1,1387933.9695344693,3,1,1,8919367.963911766,0
689,24,9,1216657.698173916,1,1,0,5626483.387387233,1
646,50,4,1460086.2742053214,1,0,1,2914143.4763825247,1
760,18,8,140330.4539900747,2,1,1,5738104.097179936,0
661,54,1,70531.4454385347,2,1,1,4234001.571033085,0
665,58,1,179966.33693196037,2,1,1,5868136.974366354,0
613,36,5,1127303.2136016856,3,1,1,4914287.504679324,0
644,46,9,1788731.2013985869,4,1,0,5148547.38038029,0
680,74,1,980651.3329216212,2,1,1,3176813.246827708,0
478,37,3,58276.86391672407,3,1,1,6980122.46143272,1
515,29,5,1472785.7917283345,2,0,0,2687745.2656979356,0
724,67,4,275266.8515354463,3,1,0,2782470.2091900096,0
667,74,0,4676.951210974146,2,1,0,5734720.698294973,1
631,45,5,292051.0971274205,1,1,1,8205688.494355939,0
651,60,0,23582.05753168367,4,0,1,4294813.805871186,0
684,65,2,392497.39427277533,2,1,0,6401944.645407932,0
596,33,9,206663.4864463626,3,0,1,7146680.353727091,0
572,37,4,320690.1860632801,2,1,1,6629368.874588138,1
669,63,9,474885.4457555839,1,1,0,4377583.421652637,1
552,70,4,1015520.3773885003,1,1,1,2817906.565611851,1
690,53,9,542209.1160088954,2,1,1,584904.86865729,0
479,31,5,284623.7722869647,2,0,1,4474319.001075214,0
752,74,9,855812.439205886,2,0,0,7356174.73712435,1
697,37,7,1180012.5015535234,2,1,0,2751668.030476132,0
675,39,4,63780.32164282525,2,0,0,6400419.695037531,0
748,50,10,379571.8914804157,3,1,1,3099694.9398962557,0
816,68,0,167395.19767443705,2,0,1,5212145.152773676,1
751,57,4,24102.29671012376,4,1,1,6415583.228310036,0
465,51,2,552134.1696751427,2,1,0,3681009.1263231444,1
522,51,3,993051.2970451453,2,1,0,5340969.361393828,0
587,45,7,88907.4561804636,1,1,1,4169817.326549343,1
652,53,6,836758.0234466766,2,1,1,6410297.317876354,0
701,18,10,960009.1936018439,1,1,1,5470634.336969274,0
577,40,4,1228687.2372617295,2,1,1,5113015.348858534,0
668,48,1,154136.36566016354,2,1,0,8116699.9202839555,0
574,27,5,1171459.1513585339,2,1,0,6324612.284736604,0
588,50,10,193318.79770000195,3,1,0,3619296.2677474217,1
509,41,5,401858.41283077985,2,1,0,4828272.198404476,1
557,71,9,25913.808467938365,2,0,0,4848202.429840678,1
514,68,9,22436.494557164628,1,1,0,5160639.145250424,1
552,38,10,637149.7337663681,3,1,0,10049018.55321499,0
755,42,5,293925.31365384697,1,0,0,5741703.785421994,1
555,43,8,148053.6495158969,2,0,1,928194.8597904481,0
850,38,10,105615.82528956232,2,1,0,3914402.05656607,1
699,47,7,554260.8488310096,2,1,1,1135255.825008383,0
668,33,7,200.81233286492477,2,1,1,4340403.48590832,0
564,28,0,819668.1468449358,3,1,1,1025379.5405471432,1
720,54,4,41283.14794306878,1,1,1,3256819.057863144,0
592,54,6,106280.8775797769,2,1,0,1958556.94073176,0
662,32,5,244072.7168001427,2,0,1,5768320.355934955,0
850,58,4,331657.06205806596,1,1,1,5001078.725257757,0
640,35,7,219248.69491677466,2,0,1,5605924.614997462,0
764,48,2,193355.16553142256,2,0,0,4790897.222862947,0
579,57,5,1660953.0298867233,2,0,0,2211404.4995911643,0
646,44,4,513024.4532645336,2,1,0,6027042.738509471,0
827,51,7,11855.936462175008,2,0,1,8844449.120538905,0
587,37,3,281213.7885448113,3,0,1,5818425.157213094,0
831,42,7,1039755.5710268238,2,1,0,4148150.801364868,0
720,41,9,179378.68849955365,2,0,1,2143865.64778911,0
593,33,1,49665.11431773256,2,1,1,3183866.058480069,0
713,42,8,710204.391704597,1,1,1,5906079.313144118,0
747,21,8,465719.73836860154,1,1,1,7146236.05359875,0
712,37,9,422348.5484507777,2,0,1,5521732.349443952,0
492,40,9,27532.599334850907,4,0,0,6599774.579411967,1
577,41,5,75701.65104476357,3,1,1,6415356.488054486,0
625,41,3,487157.78487522434,1,0,0,6013068.782771835,0
642,44,3,116485.7447497231,3,1,1,3683052.809477488,0
712,52,5,350660.3260274637,3,0,1,5347847.023950305,0
667,58,4,393598.9315643405,2,1,1,3303244.3922357233,0
516,35,5,166693.53351712122,3,1,1,5034857.905916204,0
688,26,6,1482360.6179302721,2,1,0,5661727.0621338235,0
711,29,6,924050.9767863399,2,1,0,8357567.614773709,0
705,37,8,640739.3106517774,2,1,1,2380536.051264736,0
758,39,7,40601.701481649485,2,1,0,5963015.26198261,0
733,33,5,56097.474927044015,2,1,1,7962473.18324719,0
695,25,5,339406.5489390087,2,1,0,6517695.531677593,0
642,38,4,87601.48658408213,4,0,0,6665890.885650083,0
483,47,0,1914426.370588309,4,0,0,6175389.803735624,1
692,53,8,86296.6554151978,3,1,1,7596668.979550833,0
670,36,8,334195.90493430494,3,0,1,2825043.6637752643,0
677,38,8,226373.53735245747,4,1,0,2228146.668059507,0
522,31,10,509974.1567489233,1,0,0,4987331.719069488,1
541,44,7,69077.55212705288,2,1,1,677675.7928565806,0
755,32,9,281337.10460778256,2,0,0,7461291.608356023,0
646,53,2,160588.42778425978,3,1,1,7441430.390990883,0
718,18,0,1093520.1676366476,2,0,1,4133298.889830948,0
652,39,10,20716.14876211336,3,0,1,4258458.806678981,0
652,49,7,1225122.1590268987,1,0,1,4855305.049698657,0
743,47,6,894863.184348146,2,1,1,5104041.300879239,0
598,80,4,176605.2734069425,3,0,1,5254347.838388571,1
659,50,9,778637.8027318164,1,1,1,6116464.213756606,0
603,29,6,15855.541943907827,2,0,1,4654747.293983044,0
606,43,9,1703590.8805984925,2,0,0,6886386.606955588,0
619,18,3,373901.94939726504,2,1,1,5891895.554250606,0
672,43,8,180686.57165360372,3,1,0,3786073.108254729,0
602,32,10,225165.77001477903,2,1,1,7670225.3356081955,0
775,58,9,34356.46611920901,2,1,1,2283486.0277550262,0
560,36,1,2000000.0,1,1,0,4815668.378357047,1
631,43,8,20042.354623577907,3,1,0,6933834.802150936,0
606,35,8,531970.8449568728,2,1,1,3553853.790175711,0
794,71,4,292358.0269643063,2,1,1,5619111.293534303,0
669,40,10,1487144.1067662328,3,1,1,6086679.1939980965,0
753,72,0,141181.28327677213,2,1,1,3278952.264037522,0
501,57,6,379736.26075537514,3,1,0,4855044.560811929,1
676,52,9,329233.96731341997,2,0,1,4686992.33958158,0
738,50,9,606786.7789618473,2,0,1,3896524.296335414,0
658,50,3,35216.72142326575,1,1,1,9603349.70410155,1
756,18,8,107704.97270611857,4,1,0,3473787.2931090486,0
598,40,5,120758.67274857759,3,1,1,7009860.588135767,0
790,57,2,669993.1704931812,2,0,0,4214397.966237716,0
850,44,5,104829.12919534661,2,1,0,2826727.6222294364,0
613,23,9,426061.80065650184,3,0,1,5205628.486310137,0
605,44,5,121191.10440498688,2,1,0,6298186.768775001,0
795,70,4,988893.7636116723,3,0,0,6841019.150131358,1
807,63,1,1425257.4412672836,2,1,1,8124530.221310139,0
597,44,9,365417.22895348154,3,1,1,10890492.5798702,0
607,59,9,217170.68471847105,2,0,1,5501028.407511194,0
621,39,1,133324.2681954654,2,1,1,3673815.6523492243,0
515,19,6,25531.3981208519,2,1,1,5905748.653589782,0
558,31,1,156329.08134402713,4,0,0,4467574.0991870165,1
549,68,5,530999.0905711034,2,1,0,6851932.259704459,1
573,40,4,381373.9733628709,2,1,0,2405671.4072685568,0
646,41,3,1441570.4861035736,2,1,1,9736669.084800875,0
673,40,6,252320.1151503205,2,0,0,6712096.189551026,0
805,73,7,591861.8415124922,3,1,0,1631991.9644076708,1
550,69,3,336008.74403860135,3,1,1,3581942.1953700557,0
748,78,0,359310.67056200997,1,1,1,6632162.088227877,1
628,42,0,155833.24957863818,4,1,1,7352688.112342909,0
645,49,0,303439.58533809567,3,1,1,2455524.7455360736,0
717,22,10,318180.24841353757,3,0,0,6426051.700865898,0
537,67,0,613181.675672958,2,0,1,1105320.2546761534,0
688,27,4,1412067.333205996,3,1,1,4821328.269057908,0
666,48,3,199732.5303357313,1,1,1,7224093.684206413,0
699,28,8,21558.39015020569,2,0,0,3896968.539794039,0
678,36,2,342882.37444564706,3,0,1,1986155.401723973,0
850,32,6,393137.3374422168,2,1,1,5292429.592755118,0
586,35,10,92226.24348605666,1,1,0,3790562.266729044,1
596,36,7,714527.0456607442,3,0,1,6259116.732131671,0
587,36,5,2000000.0,3,0,0,3229347.1355638793,0
594,57,9,1457304.0017219612,1,1,1,3454726.2206937997,0
586,28,0,109766.31354238164,3,1,1,957995.358247513,0
768,48,7,1041175.8456332773,2,1,0,5339889.422102965,1
792,63,9,609532.45369101,2,1,0,4678190.123446803,0
592,37,2,302427.662023461,3,1,0,2623230.658519858,0
566,34,7,388928.9604674973,2,1,0,5387597.427534184,1
697,41,3,947229.0154571346,1,1,0,7054140.601288278,1
594,62,7,327093.0001934992,2,0,0,4568864.1131621,1
713,47,10,233569.7626391317,2,1,1,5536333.899643947,0
670,37,0,339866.2732504573,2,1,0,5546622.4991703285,1
498,52,2,432715.40798236715,3,1,1,2591340.345642079,1
804,28,5,104791.49005129431,3,1,1,9113171.641415192,0
829,55,8,1155851.922700519,2,1,1,4058300.339755432,0
588,51,1,560715.7623877809,3,1,1,6312232.403720541,0
611,40,10,501563.22215252015,1,0,0,6538430.554458099,0
678,32,0,52400.461785254025,1,1,0,4720809.745768497,1
683,31,9,463390.20101520757,3,1,1,6213590.05011927,0
715,53,2,64462.81472055322,1,1,1,5491638.443632778,0
850,63,3,40983.51973728986,2,1,1,2164720.485545188,0
632,35,10,374658.6956263436,2,1,1,4335454.597499823,0
570,51,4,257739.4953237353,2,1,1,3774898.1952918763,1
512,18,2,444350.2706069714,3,0,1,4076509.9173077457,0
576,36,9,46728.142097098775,2,0,1,2391993.644326724,0
646,44,10,281922.5393868956,1,1,0,7252867.433492061,0
829,31,1,96056.6994209342,2,1,0,8203985.309226826,0
598,30,1,2000000.0,2,1,1,6956005.951996817,0
672,34,6,411799.0470082657,2,1,1,7541058.448294286,0
648,49,8,581474.3926123981,2,0,1,4310730.325983687,0
768,42,9,196831.2276364563,3,1,0,3727486.330027927,0
850,18,1,49765.94246574393,4,0,1,3442825.906376577,0
596,18,6,1862167.5778110502,2,1,0,6288129.845914446,1
601,35,6,168617.5885613864,2,1,1,5454126.106288299,0
754,51,10,275657.3309354759,2,1,0,4845556.576803149,0
718,18,6,524716.7024622109,4,0,0,7590297.088390686,1
834,37,2,12503.696128278354,4,0,0,5809882.707630686,0
708,37,6,831047.9912661584,2,1,0,3322684.7249588305,0
614,65,0,384558.8014913356,3,1,1,3638182.3417286105,0
709,39,9,163015.49922868167,2,1,0,6363986.598508291,0
760,50,0,31793.74557764026,1,0,0,7083465.705309194,1
732,47,4,88666.06165694457,1,1,1,6103360.464511939,0
700,18,1,1127058.7230492732,2,1,1,8793777.495744163,0
756,56,8,579219.7211712293,2,1,0,8270014.331462838,0
766,48,6,143775.5216095028,1,1,0,5882071.669701526,0
788,52,3,33925.74277843581,2,0,1,3322838.6810369957,0
714,80,3,586584.9163258492,2,1,1,2380024.976536465,0
633,18,1,424792.5841036066,2,1,0,4225236.50997057,0
664,70,4,259193.33869398976,2,1,1,6506426.892832314,0
770,40,3,225972.98661834575,1,1,0,8653294.158623876,1
568,49,0,122192.70781244994,2,1,0,5834894.0688216,1
686,44,7,553742.6536695848,2,0,1,7337445.588462474,0
610,38,2,1764538.5781562084,2,1,1,4509385.027624396,0
652,36,5,96619.61666467987,1,1,0,6245538.2504551,0
777,49,3,454554.0693024558,2,1,1,6646713.658954345,0
669,22,8,275984.4736218151,1,0,0,1040811.4482949437,1
654,56,6,295917.27283436374,2,1,0,4173122.3952469793,0
514,38,8,146613.5623571668,3,0,0,6899400.76855574,0
724,28,9,871870.1601398675,1,0,0,5548936.67127313,0
714,38,2,332042.41012890916,2,1,1,2606969.903698134,0
850,63,0,391980.18093617755,1,1,1,139755.24854528718,0
619,36,4,181749.74110589153,2,1,0,4268438.509395987,1
671,50,2,100329.41011835581,2,1,1,4856828.614212242,0
674,34,5,44913.33439608453,2,1,1,3232154.1003433093,0
807,56,7,626090.0658074956,2,1,1,5286169.874055989,0
640,55,10,109223.72370056546,4,1,1,6012773.494465789,0
677,72,3,585713.0445397886,2,0,0,6341374.341452465,0
710,42,4,247456.81849086192,2,1,1,288162.15013535507,0
668,55,4,268734.3778702099,2,1,1,2371429.8043837594,0
605,46,3,316663.7906073686,4,1,1,4390754.703290529,0
669,64,3,229202.38492397984,3,1,1,6144346.262074927,0
757,34,3,53024.808307008745,2,0,0,5978468.027100071,0
